"sarga","sloka_number","meaning","rephrase_meaning","rephrase_meaningKn"
"15","100","The sprout of grace sown in Vishnutirtha by Anandatirtha blossomed into a full-fledged tree, nourished by his (Vishnutirtha’s) rich manure of sense-restraints, sincere devotion to Lord Narayana and Acharya Madhwa, winning talk and sweet decorum allied with loyal service to the preceptor.","The sprout of grace sown in Vishnutirtha by Anandatirtha blossomed into a full-fledged tree nourished by his Vishnutirtha's rich manure of sense-restraints sincere devotion to Lord Narayana and Acharya Madhwa winning talk and sweet decorum allied with loyal service to the preceptor.","ಆನಂದತೀರ್ಥರಿಂದ ವಿಷ್ಣುತೀರ್ಥರಲ್ಲಿ ಬಿತ್ತಿದ ಕೃಪೆಯ ಚಿಗುರು, ಇಂದ್ರಿಯನಿಗ್ರಹಗಳ ಸಮೃದ್ಧ ಗೊಬ್ಬರ, ಭಗವಂತ ನಾರಾಯಣ ಮತ್ತು ಆಚಾರ್ಯ ಮಧ್ವರಿಗೆ ಪ್ರಾಮಾಣಿಕ ಭಕ್ತಿ, ಗೆಲ್ಲುವ ಮಾತು ಮತ್ತು ಸಿಹಿ ಶಿಷ್ಟಾಚಾರ, ಗುರುಗಳಿಗೆ ನಿಷ್ಠಾವಂತ ಸೇವೆಯೊಂದಿಗೆ ಪೋಷಿಸಲ್ಪಟ್ಟು, ಸಂಪೂರ್ಣ ವೃಕ್ಷವಾಗಿ ಅರಳಿತು."
"15","101","It is hard to depict the glory of Vishnutirtha, (one among the fortunate few) sheltered under the Kalpavriksha (wish-yielding tree) of Acharya’s divine mercy. Yet out of ardent desire, a few of his miracles are here delineated.","It is hard to depict the glory of Vishnutirtha one among the fortunate few sheltered under the wish-yielding tree of Acharya's divine mercy. Yet out of ardent desire a few of his miracles are here delineated.","ಆಚಾರ್ಯರ ದಿವ್ಯ ದಯೆಯ ಕಲ್ಪವೃಕ್ಷದ ಕೆಳಗೆ ಆಶ್ರಯ ಪಡೆದ ಅದೃಷ್ಟವಂತರಲ್ಲಿ ಒಬ್ಬರಾದ ವಿಷ್ಣುತೀರ್ಥರ ಮಹಿಮೆಯನ್ನು ವರ್ಣಿಸುವುದು ಕಠಿಣ. ಆದರೂ ತೀವ್ರ ಇಚ್ಛೆಯಿಂದ ಅವರ ಕೆಲವು ಪವಾಡಗಳನ್ನು ಇಲ್ಲಿ ವರ್ಣಿಸಲಾಗಿದೆ."
"15","102","Expert in discourses, fully accomplished in sacred Mantras (Pranava and others) Vishnutirtha firmly resolved to be second to none but to top the list of the devoted disciples of Acharya Madhwa.","Expert in discourses fully accomplished in sacred mantras primordial sound and others Vishnutirtha firmly resolved to be second to none but to top the list of the devoted disciples of Acharya Madhwa.","ಪ್ರವಚನಗಳಲ್ಲಿ ಪರಿಣತರು, ಓಂಕಾರ ಮುಂತಾದ ಪವಿತ್ರ ಮಂತ್ರಗಳಲ್ಲಿ ಸಂಪೂರ್ಣ ಸಾಧನೆ ಹೊಂದಿದವರು, ವಿಷ್ಣುತೀರ್ಥರು ಆಚಾರ್ಯ ಮಧ್ವರ ಭಕ್ತ ಶಿಷ್ಯರ ಪಟ್ಟಿಯಲ್ಲಿ ಯಾರಿಗೂ ಎರಡನೆಯವರಾಗದೆ ಅಗ್ರಸ್ಥಾನದಲ್ಲಿರಲು ದೃಢವಾಗಿ ಸಂಕಲ್ಪಿಸಿದರು."
"15","103","During his holy journey towards the north, the dips in holy waters purified Vishnutirtha and such is the glory of the great that their ablution in turn, sanctifies the sacred waters.","During his holy journey towards the north the dips in holy waters purified Vishnutirtha and such is the glory of the great that their ablution in turn sanctifies the sacred waters.","ಉತ್ತರಕ್ಕೆ ತಮ್ಮ ಪವಿತ್ರ ಯಾತ್ರೆಯ ಸಮಯದಲ್ಲಿ ಪವಿತ್ರ ನೀರಿನಲ್ಲಿನ ಮುಳುಗುವಿಕೆಗಳು ವಿಷ್ಣುತೀರ್ಥರನ್ನು ಪರಿಶುದ್ಧಗೊಳಿಸಿದವು - ಮತ್ತು ಮಹಾನುಭಾವರ ಮಹಿಮೆ ಹೀಗಿದೆ: ಅವರ ಸ್ನಾನವು ಪ್ರತಿಯಾಗಿ ಪವಿತ್ರ ನೀರನ್ನು ಪವಿತ್ರಗೊಳಿಸುತ್ತದೆ."
"15","104","Vishnutirtha moved to the Harishchandra Mountain in an invisible form, the land of perfection where reside the inspired sages, shorn of worldly desires.","Vishnutirtha moved to the Harishchandra mountain in an invisible form the land of perfection where reside the inspired sages shorn of worldly desires.","ವಿಷ್ಣುತೀರ್ಥರು ಹರಿಶ್ಚಂದ್ರ ಪರ್ವತಕ್ಕೆ ಅದೃಶ್ಯ ರೂಪದಲ್ಲಿ ತೆರಳಿದರು - ಇದು ಪರಿಪೂರ್ಣತೆಯ ಭೂಮಿಯಾಗಿದ್ದು, ಇಲ್ಲಿ ಲೌಕಿಕ ಇಚ್ಛೆಗಳಿಂದ ವಿಮುಕ್ತರಾದ ಪ್ರೇರಿತ ಋಷಿಗಳು ವಾಸಿಸುತ್ತಾರೆ."
"15","105","The brave Vishnutirtha bereft of jealously but envious of the vicious fire of grief born of life’s duals (pain and pleasure), gave up food and edibles lest it would add fuel to the fire.","The brave Vishnutirtha bereft of jealousy but envious of the vicious fire of grief born of life's dualities pain and pleasure gave up food and edibles lest it would add fuel to the fire.","ಧೈರ್ಯಶಾಲಿ ವಿಷ್ಣುತೀರ್ಥರು ಅಸೂಯೆಯಿಂದ ರಹಿತರಾಗಿ, ಆದರೆ ಸುಖ-ದುಃಖಗಳೆಂಬ ಜೀವನದ ದ್ವಂದ್ವಗಳಿಂದ ಹುಟ್ಟಿದ ದುಃಖದ ದುಷ್ಟ ಅಗ್ನಿಗೆ ಮತ್ಸರಪಡುತ್ತಾ, ಆಹಾರ ಮತ್ತು ಖಾದ್ಯಗಳನ್ನು ತ್ಯಜಿಸಿದರು - ಅದು ಬೆಂಕಿಗೆ ಇಂಧನವನ್ನು ಸೇರಿಸಬಹುದೆಂದು."
"15","106","Solicited by his devotees, Vishnutirtha the eminent anchorite drank a driblet of panchagavya (a purifying portion) brought by them near the mountain, once in five days.","Solicited by his devotees Vishnutirtha the eminent anchorite drank a driblet of five cow-products a purifying portion brought by them near the mountain once in five days.","ತಮ್ಮ ಭಕ್ತರಿಂದ ಬೇಡಿಕೊಳ್ಳಲ್ಪಟ್ಟು, ಶ್ರೇಷ್ಠ ತಪಸ್ವಿಯಾದ ವಿಷ್ಣುತೀರ್ಥರು ಪರ್ವತದ ಹತ್ತಿರ ಅವರು ತಂದ ಪಂಚಗವ್ಯದ ಪರಿಶುದ್ಧ ಭಾಗದ ಒಂದು ಹನಿಯನ್ನು ಐದು ದಿನಗಳಿಗೊಮ್ಮೆ ಕುಡಿದರು."
"15","107","Vishnutirtha who had conquered his senses, gradually relinquished the Panchagavya also and remained content with Bilva leaves dropped on the ground and later with mere water such being the rigour of his austerities difficult to be practiced even by celebrated sages.","Vishnutirtha who had conquered his senses gradually relinquished the five cow-products also and remained content with wood-apple leaves dropped on the ground and later with mere water such being the rigor of his austerities difficult to be practiced even by celebrated sages.","ತಮ್ಮ ಇಂದ್ರಿಯಗಳನ್ನು ಗೆದ್ದಿದ್ದ ವಿಷ್ಣುತೀರ್ಥರು ಕ್ರಮೇಣ ಪಂಚಗವ್ಯವನ್ನೂ ತ್ಯಜಿಸಿದರು ಮತ್ತು ನೆಲದ ಮೇಲೆ ಬಿದ್ದ ಬೇಲದ ಎಲೆಗಳಿಂದ ತೃಪ್ತರಾದರು, ನಂತರ ಕೇವಲ ನೀರಿನಿಂದಲೇ ತೃಪ್ತರಾದರು - ಪ್ರಸಿದ್ಧ ಋಷಿಗಳಿಗೂ ಆಚರಿಸಲು ಕಷ್ಟವಾದ ಅವರ ತಪಸ್ಸಿನ ಕಠೋರತೆ ಹೀಗಿತ್ತು."
"15","108","Vishnutirtha who had mastered his senses and strictly observed his saintly routine, squatted comfortably on a particular (icy-cold) stone and practiced penance for long, where unfortunate hermits divorced of Lord’s Grace would hardly suffer to sit even for a day.","Vishnutirtha who had mastered his senses and strictly observed his saintly routine squatted comfortably on a particular icy-cold stone and practiced penance for long where unfortunate hermits divorced of Lord's grace would hardly suffer to sit even for a day.","ತಮ್ಮ ಇಂದ್ರಿಯಗಳನ್ನು ವಶಪಡಿಸಿದ್ದ ಮತ್ತು ತಮ್ಮ ಸಾಧು ದಿನಚರಿಯನ್ನು ಕಟ್ಟುನಿಟ್ಟಾಗಿ ಆಚರಿಸಿದ್ದ ವಿಷ್ಣುತೀರ್ಥರು, ಒಂದು ನಿರ್ದಿಷ್ಟ ಮಂಜುಗಡ್ಡೆಯಂತೆ ತಣ್ಣಗಿದ್ದ ಕಲ್ಲಿನ ಮೇಲೆ ಆರಾಮವಾಗಿ ಕುಳಿತು ದೀರ್ಘಕಾಲ ತಪಸ್ಸು ಮಾಡಿದರು - ಇಲ್ಲಿ ಭಗವಂತನ ಕೃಪೆಯಿಂದ ವಿಮುಕ್ತರಾದ ದುರದೃಷ್ಟವಂತ ತಪಸ್ವಿಗಳು ಒಂದು ದಿನವೂ ಕೂಡಲು ಕಷ್ಟಪಡುತ್ತಿದ್ದರು."
"15","109","Sri Vishnutirtha, the younger brother of the Acharya, the incarnation of Lord Vayu, achieved the conquest of breath by Pranayama (a process of inhalation, exhalation and suspension of breath) and subdued his senses with drawing the sense-horses from the mundane tinsels with his competent mind-charioteer.","Sri Vishnutirtha the younger brother of the Acharya the incarnation of Lord Vayu achieved the conquest of breath by breath-control a process of inhalation exhalation and suspension of breath and subdued his senses withdrawing the sense-horses from the mundane tinsels with his competent mind-charioteer.","ವಾಯುದೇವರ ಅವತಾರವಾದ ಆಚಾರ್ಯರ ಕಿರಿಯ ಸಹೋದರರಾದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು, ಪೂರಕ, ರೇಚಕ ಮತ್ತು ಕುಂಭಕ ಎಂಬ ಪ್ರಾಣಾಯಾಮದ ಪ್ರಕ್ರಿಯೆಯ ಮೂಲಕ ಶ್ವಾಸದ ನಿಯಂತ್ರಣದಿಂದ ಪ್ರಾಣವಶೀಕಾರವನ್ನು ಸಾಧಿಸಿದರು ಮತ್ತು ತಮ್ಮ ಸಮರ್ಥ ಮನೋ-ಸಾರಥಿಯಿಂದ ಲೌಕಿಕ ಚಿಂಬುಗಳಿಂದ ಇಂದ್ರಿಯ-ರೂಪ ಅಶ್ವಗಳನ್ನು ಹಿಂದಕ್ಕೆ ಎಳೆದು ತಮ್ಮ ಇಂದ್ರಿಯಗಳನ್ನು ವಶಪಡಿಸಿದರು."
"15","110","Sri Vishnutirtha steeped in sacred lore contemplated on the form of Lord Narayana as directed by his revered preceptor and attained Samadhi. (Perfect absorption of thought into the supreme spirit) by the yogic process that ‘Plucks from the memory the rooted sorrow’.","Sri Vishnutirtha steeped in sacred lore contemplated on the form of Lord Narayana as directed by his revered preceptor and attained meditative absorption perfect absorption of thought into the supreme spirit by the yogic process that plucks from the memory the rooted sorrow.","ಪವಿತ್ರ ವಿದ್ಯೆಯಲ್ಲಿ ಮುಳುಗಿದ್ದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು, ತಮ್ಮ ಗೌರವಾನ್ವಿತ ಗುರುಗಳ ನಿರ್ದೇಶನದಂತೆ ಭಗವಂತ ನಾರಾಯಣನ ರೂಪದ ಮೇಲೆ ಧ್ಯಾನಿಸಿದರು ಮತ್ತು ಯೋಗ ಪ್ರಕ್ರಿಯೆಯಿಂದ ಸಮಾಧಿ ಅಥವಾ ಪರಮಾತ್ಮನಲ್ಲಿ ಚಿಂತನೆಯ ಸಂಪೂರ್ಣ ಲೀನತೆಯನ್ನು ಸಾಧಿಸಿದರು - ಇದು ಸ್ಮರಣೆಯಿಂದ ಬೇರೂರಿದ ದುಃಖವನ್ನು ಕಿತ್ತುಹಾಕುತ್ತದೆ."
"15","111","Contemplating on the exquisite form of Mukunda (dispenser of Moksha), the wonder of wonders, the treasure of infinite auspicious qualities like Ananda, fully free from faults. Sri Vishnutirtha attained Asamprajnata Samadhi. (Completely lost himself in meditation so much so that he became unaware of the outer phenomena.)","Contemplating on the exquisite form of liberation-dispenser the wonder of wonders the treasure of infinite auspicious qualities like bliss fully free from faults Sri Vishnutirtha attained unconscious meditative absorption completely lost himself in meditation so much so that he became unaware of the outer phenomena.","ಮೋಕ್ಷ ದಾನಿಯ ಸುಂದರ ರೂಪದ ಮೇಲೆ ಧ್ಯಾನಿಸುತ್ತಾ - ಅದ್ಭುತಗಳಲ್ಲಿ ಅದ್ಭುತವಾದ, ಆನಂದದಂತಹ ಅನಂತ ಮಂಗಳಕರ ಗುಣಗಳ ನಿಧಿಯಾದ, ದೋಷಗಳಿಂದ ಸಂಪೂರ್ಣವಾಗಿ ಮುಕ್ತವಾದ - ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು ಅಚೇತನ ಧ್ಯಾನ ಸಮಾಧಿಯನ್ನು ಪಡೆದರು, ಧ್ಯಾನದಲ್ಲಿ ಸಂಪೂರ್ಣವಾಗಿ ತಮ್ಮನ್ನು ಕಳೆದುಕೊಂಡರು, ಎಷ್ಟೆಂದರೆ ಅವರು ಬಾಹ್ಯ ವಿದ್ಯಮಾನಗಳ ಬಗ್ಗೆ ಅರಿವು ಇಲ್ಲದವರಾದರು."
"15","112","(The gem of) chaste and deep meditation of Sri Vishnutirtha unsoiled by desires of future fruition and endowed with intellectual vision (resulting in Asamprajnata Samadhi) was worth its (value) in nothing less than the kingdom of eternal bliss (Moksha).","The gem of chaste and deep meditation of Sri Vishnutirtha unsoiled by desires of future fruition and endowed with intellectual vision resulting in unconscious meditative absorption was worth its value in nothing less than the kingdom of eternal bliss liberation.","ಭವಿಷ್ಯದ ಫಲಿತಾಂಶಗಳ ಇಚ್ಛೆಗಳಿಂದ ಕಲುಷಿತವಾಗದ ಮತ್ತು ಅಚೇತನ ಧ್ಯಾನ ಸಮಾಧಿಗೆ ಕಾರಣವಾದ ಬೌದ್ಧಿಕ ದೃಷ್ಟಿಯಿಂದ ಸಂಪನ್ನವಾಗಿದ್ದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರ ಪವಿತ್ರ ಮತ್ತು ಗಾಢವಾದ ಧ್ಯಾನದ ರತ್ನವು ಶಾಶ್ವತ ಆನಂದ ಅಥವಾ ಮೋಕ್ಷದ ರಾಜ್ಯಕ್ಕಿಂತ ಕಡಿಮೆಯಾಗಿ ಯಾವುದರಲ್ಲೂ ಅದರ ಮೌಲ್ಯಕ್ಕೆ ಅರ್ಹವಾಗಿರಲಿಲ್ಲ."
"15","113","The munificence of grace granted by Lord Narayana, the master of Madhwacharya, to his (Madhwacharya’s) beloved brother Vishnutirtha, being of a mysterious nature, unintelligible even to the elites, beggars description (cannot be fully delineated).","The munificence of grace granted by Lord Narayana the master of Madhwacharya to his Madhwacharya's beloved brother Vishnutirtha being of a mysterious nature unintelligible even to the elites beggars description cannot be fully delineated.","ಮಾಧ್ವಾಚಾರ್ಯರ ಒಡೆಯನಾದ ಭಗವಂತ ನಾರಾಯಣನು ಅವರ (ಮಾಧ್ವಾಚಾರ್ಯರ) ಪ್ರಿಯ ಸಹೋದರ ವಿಷ್ಣುತೀರ್ಥರಿಗೆ ನೀಡಿದ ಕೃಪೆಯ ಔದಾರ್ಯವು ರಹಸ್ಯಮಯ ಸ್ವಭಾವದ್ದಾಗಿದ್ದು, ಶ್ರೇಷ್ಠರಿಗೂ ಅರ್ಥವಾಗದಂತಿದ್ದು, ವರ್ಣನೆಯನ್ನು ಮೀರಿದ್ದು, ಸಂಪೂರ್ಣವಾಗಿ ವಿವರಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"15","114","‘Indeed such is the glory of the service to Anandatirtha whom even Kali can never dare touch (being Akhanashma) and so blessed is Vishnutirtha who could attain such unique accomplishment even in this Kaliage,’ – so vindicated the gods, the majesty of the dedicated service of Vishnutirtha to the venerable Poornaprajna.","Indeed such is the glory of the service to Anandatirtha whom even the dark age can never dare touch being invincible and so blessed is Vishnutirtha who could attain such unique accomplishment even in this dark age so vindicated the gods the majesty of the dedicated service of Vishnutirtha to the venerable Poornaprajna.","ನಿಜವಾಗಿಯೂ ಆನಂದತೀರ್ಥರಿಗೆ ಸೇವೆಯ ಮಹಿಮೆ ಹೀಗಿದೆ - ಅವರನ್ನು ಕಲಿಯುಗವೂ ಎಂದಿಗೂ ಮುಟ್ಟಲು ಧೈರ್ಯ ಮಾಡದು, ಅವರು ಅಜೇಯರಾಗಿದ್ದು - ಮತ್ತು ಈ ಕಲಿಯುಗದಲ್ಲಿಯೂ ಅಂತಹ ಅನನ್ಯ ಸಾಧನೆಯನ್ನು ಸಾಧಿಸಲು ಸಾಧ್ಯವಾದ ವಿಷ್ಣುತೀರ್ಥರು ಎಷ್ಟು ಭಾಗ್ಯಶಾಲಿಗಳು - ಹೀಗೆ ದೇವತೆಗಳು ಗೌರವಾನ್ವಿತ ಪೂರ್ಣಪ್ರಜ್ಞರಿಗೆ ವಿಷ್ಣುತೀರ್ಥರ ಸಮರ್ಪಿತ ಸೇವೆಯ ಮಹಿಮೆಯನ್ನು ಸಮರ್ಥಿಸಿದರು."
"15","115","Saturated with learning divine, a master in dialectic, gifted with supersensous knowledge, the dearest of his disciples called Aniruddha Tirtha, who had observed rigorous religious vows approached Sri Vishnutirtha, (absorbed in deep meditation on the Harishchandra Mountain).","Saturated with learning divine a master in dialectic gifted with supersensuous knowledge the dearest of his disciples called Aniruddha-tirtha who had observed rigorous religious vows approached Sri Vishnutirtha absorbed in deep meditation on the Harishchandra mountain.","ದಿವ್ಯ ವಿದ್ಯೆಯಿಂದ ತುಂಬಿದವರು, ವಾದಶಾಸ್ತ್ರದಲ್ಲಿ ಮಾಸ್ಟರ್, ಅತೀಂದ್ರಿಯ ಜ್ಞಾನದಿಂದ ಸಂಪನ್ನರು, ಕಠೋರ ಧಾರ್ಮಿಕ ವ್ರತಗಳನ್ನು ಆಚರಿಸಿದ್ದ, ಅವರ ಶಿಷ್ಯರಲ್ಲಿ ಅತ್ಯಂತ ಪ್ರಿಯರಾದ ಅನಿರುದ್ಧತೀರ್ಥರೆಂಬವರು ಹರಿಶ್ಚಂದ್ರ ಪರ್ವತದ ಮೇಲೆ ಗಾಢ ಧ್ಯಾನದಲ್ಲಿ ಮಗ್ನರಾಗಿದ್ದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರನ್ನು ಸಮೀಪಿಸಿದರು."
"15","116","Indeed such was the semblance Sri Vishnutirtha bore to his brother Madhwacharya, that on his arrival at Udupi, at the earnest entreaty of his dear disciple Aniruddha-Tirtha, his followers felt as if Anandatirtha had returned out of mercy to bless them.","Indeed such was the semblance Sri Vishnutirtha bore to his brother Madhwacharya that on his arrival at Udupi at the earnest entreaty of his dear disciple Aniruddha-tirtha his followers felt as if Anandatirtha had returned out of mercy to bless them.","ನಿಜವಾಗಿಯೂ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು ತಮ್ಮ ಸಹೋದರ ಮಾಧ್ವಾಚಾರ್ಯರಿಗೆ ಎಷ್ಟು ಹೋಲಿಕೆಯನ್ನು ಹೊಂದಿದ್ದರೆಂದರೆ, ತಮ್ಮ ಪ್ರಿಯ ಶಿಷ್ಯ ಅನಿರುದ್ಧತೀರ್ಥರ ಪ್ರಾಮಾಣಿಕ ಮೊರೆಯ ಮೇರೆಗೆ ಅವರು ಉಡುಪಿಗೆ ಬಂದಾಗ, ಅವರ ಅನುಯಾಯಿಗಳಿಗೆ ಅನಿಸಿತು - ಆನಂದತೀರ್ಥರು ದಯೆಯಿಂದ ಅವರನ್ನು ಆಶೀರ್ವದಿಸಲು ಹಿಂತಿರುಗಿ ಬಂದಂತೆ."
"15","117","Badarayana Tirtha known as Vyasatirtha who had taken refuge at the feet of Lord Vedavyasa, a celebrated poet, a distinguished scholar and a renowned saint, dear as sporting parrot even to Anandatirtha, was another of Vishnutirtha’s disciples.","Badarayana-tirtha known as Vyasa-tirtha who had taken refuge at the feet of Lord Vedavyasa a celebrated poet a distinguished scholar and a renowned saint dear as sporting parrot even to Anandatirtha was another of Vishnutirtha's disciples.","ವ್ಯಾಸತೀರ್ಥ ಎಂದು ಪ್ರಸಿದ್ಧರಾದ ಬಾದರಾಯಣತೀರ್ಥರು - ಭಗವಂತ ವೇದವ್ಯಾಸರ ಪಾದಗಳಲ್ಲಿ ಆಶ್ರಯ ಪಡೆದವರು, ಪ್ರಸಿದ್ಧ ಕವಿ, ವಿಶಿಷ್ಟ ವಿದ್ವಾಂಸರು ಮತ್ತು ಖ್ಯಾತ ಸಾಧು, ಆನಂದತೀರ್ಥರಿಗೆ ಕ್ರೀಡಿಸುವ ಗಿಣಿಯಂತೆ ಪ್ರಿಯರು - ಇವರು ವಿಷ್ಣುತೀರ್ಥರ ಮತ್ತೊಂದು ಶಿಷ್ಯರಾಗಿದ್ದರು."
"15","118","Sri Vishnutirtha who struck wonder in the hearts of the people with his superhuman feats fully favoured his favorite follower and with a firm resolve made him (Vyasatirtha) the pick of the chosen wise.","Sri Vishnutirtha who struck wonder in the hearts of the people with his superhuman feats fully favored his favorite follower and with a firm resolve made him Vyasa-tirtha the pick of the chosen wise.","ತಮ್ಮ ಅಲೌಕಿಕ ಸಾಹಸಗಳಿಂದ ಜನರ ಹೃದಯಗಳಲ್ಲಿ ವಿಸ್ಮಯವನ್ನು ಹೊಡೆದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು ತಮ್ಮ ಪ್ರಿಯ ಅನುಯಾಯಿಯನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಅನುಗ್ರಹಿಸಿ, ದೃಢ ಸಂಕಲ್ಪದಿಂದ ಅವರನ್ನು (ವ್ಯಾಸತೀರ್ಥರನ್ನು) ಆಯ್ದ ಬುದ್ಧಿವಂತರಲ್ಲಿ ಅತ್ಯುತ್ತಮರನ್ನಾಗಿ ಮಾಡಿದರು."
"15","119","Sri Vishnutirtha, busy in activities delightful to Lord Narayana, attained transcendent glory hard for others to gain and scaled even the lofty mountain (Kumaradri) dear to Kumarswamy impossible for others to ascend.","Sri Vishnutirtha busy in activities delightful to Lord Narayana attained transcendent glory hard for others to gain and scaled even the lofty mountain Kumar-mountain dear to Kumar-deity impossible for others to ascend.","ಭಗವಂತ ನಾರಾಯಣನಿಗೆ ಆನಂದದಾಯಕವಾದ ಚಟುವಟಿಕೆಗಳಲ್ಲಿ ನಿರತರಾದ ಶ್ರೀ ವಿಷ್ಣುತೀರ್ಥರು ಇತರರಿಗೆ ಸಾಧಿಸಲು ಕಷ್ಟವಾದ ಅತೀಂದ್ರಿಯ ಮಹಿಮೆಯನ್ನು ಸಾಧಿಸಿದರು ಮತ್ತು ಕುಮಾರ ದೇವತೆಗೆ ಪ್ರಿಯವಾದ, ಇತರರಿಗೆ ಏರಲು ಅಸಾಧ್ಯವಾದ ಎತ್ತರದ ಕುಮಾರ ಪರ್ವತವನ್ನೂ ಏರಿದರು."
"15","120","Lured by the excellences of the great Acharya that captivated the land, the learned Padmanabhatirtha of an immaculate mind who hailed from the Godavari tract, also joined Anandatirtha as his staunch follower.","Lured by the excellences of the great Acharya that captivated the land the learned Padmanabha-tirtha of an immaculate mind who hailed from the Godavari tract also joined Anandatirtha as his staunch follower.","ಭೂಮಿಯನ್ನು ಆಕರ್ಷಿಸಿದ ಮಹಾಚಾರ್ಯರ ಉತ್ಕೃಷ್ಟತೆಗಳಿಂದ ಆಕರ್ಷಿತರಾಗಿ, ಗೋದಾವರಿ ಪ್ರದೇಶದಿಂದ ಬಂದ, ನಿರ್ಮಲ ಮನಸ್ಸಿನ ವಿದ್ವಾಂಸರಾದ ಪದ್ಮನಾಭತೀರ್ಥರು ಕೂಡ ಆನಂದತೀರ್ಥರ ದೃಢ ಅನುಯಾಯಿಯಾಗಿ ಸೇರಿದರು."
"15","121","Satisfied with the dispassionate nature, judicious listening, deep thinking, unfaltering devotion and unstinted service of Padmanabhatirtha, Anandatirtha imparted to him forthwith the knowledge of the supreme spirit.","Satisfied with the dispassionate nature judicious listening deep thinking unfaltering devotion and unstinted service of Padmanabha-tirtha Anandatirtha imparted to him forthwith the knowledge of the supreme spirit.","ಪದ್ಮನಾಭತೀರ್ಥರ ನಿಷ್ಕಾಮ ಸ್ವಭಾವ, ವಿವೇಚನಾಶೀಲ ಶ್ರವಣ, ಗಾಢ ಚಿಂತನೆ, ಅಚಲ ಭಕ್ತಿ ಮತ್ತು ಅನಿಯಮಿತ ಸೇವೆಯಿಂದ ಸಂತುಷ್ಟರಾದ ಆನಂದತೀರ್ಥರು ಅವರಿಗೆ ತಕ್ಷಣವೇ ಪರಮಾತ್ಮನ ಜ್ಞಾನವನ್ನು ಬೋಧಿಸಿದರು."
"15","122","Like the whale always moving majestically in the sea, migrating to the river at times to swallow the small fish, (timis) Padmanabhatirtha (the whale) of prodigious learning never forsook (was greatly devoted to) the unbounded Shastra (ocean of Vedanta) but out of resentment ransacked the limited scriptural content (the river only to defy and defeat the chain of inferences of the disputants.","Like the whale always moving majestically in the sea migrating to the river at times to swallow the small fish Padmanabha-tirtha the whale of prodigious learning never forsook was greatly devoted to the unbounded scripture ocean of Vedanta but out of resentment ransacked the limited scriptural content the river only to defy and defeat the chain of inferences of the disputants.","ತಿಮಿಂಗಲವು ಯಾವಾಗಲೂ ಸಮುದ್ರದಲ್ಲಿ ಗಾಂಭೀರ್ಯದಿಂದ ಚಲಿಸುತ್ತಾ, ಕೆಲವೊಮ್ಮೆ ಸಣ್ಣ ಮೀನುಗಳನ್ನು ನುಂಗಲು ನದಿಗೆ ವಲಸೆ ಹೋಗುವಂತೆ, ಅಪಾರ ವಿದ್ಯೆಯ ತಿಮಿಂಗಲವಾದ ಪದ್ಮನಾಭತೀರ್ಥರು ವೇದಾಂತದ ಅಮಿತ ಶಾಸ್ತ್ರ ಸಮುದ್ರವನ್ನು ಎಂದಿಗೂ ತ್ಯಜಿಸಲಿಲ್ಲ ಮತ್ತು ಅದಕ್ಕೆ ಬಹಳ ಭಕ್ತರಾಗಿದ್ದರು - ಆದರೆ ವಿರೋಧಿಗಳ ತರ್ಕಗಳನ್ನು ಸೋಲಿಸಲು ಮತ್ತು ಸೋಲಿಸಲು ಮಾತ್ರ ಅಸಮಾಧಾನದಿಂದ ಸೀಮಿತ ಶಾಸ್ತ್ರ ವಿಷಯವಾದ ನದಿಯನ್ನು ಸುಲಿಗೆ ಮಾಡಿದರು."
"15","123","Like the roar of the valiant lion frightening the craven dogs, the distinguished controversialist Padmanabhatirtha (lion) outwitted the Mayavadins (dogs) who deemed themselves to be impregnable among their lot, by the thunder (resonant voice) of his spirited discourses.","Like the roar of the valiant lion frightening the craven dogs the distinguished controversialist Padmanabha-tirtha lion outwitted the illusionists dogs who deemed themselves to be impregnable among their lot by the thunder resonant voice of his spirited discourses.","ಧೈರ್ಯಶಾಲಿ ಸಿಂಹದ ಗರ್ಜನೆಯು ಹೇಡಿ ನಾಯಿಗಳನ್ನು ಹೆದರಿಸುವಂತೆ, ವಿಶಿಷ್ಟ ವಾದವಾದಿಯಾದ ಸಿಂಹರೂಪ ಪದ್ಮನಾಭತೀರ್ಥರು ತಮ್ಮ ಗುಂಪಿನಲ್ಲಿ ತಾವು ಅಜೇಯರೆಂದು ಭಾವಿಸಿದ ಭ್ರಮೆವಾದಿ ನಾಯಿಗಳನ್ನು ತಮ್ಮ ಉತ್ಸಾಹಭರಿತ ಪ್ರವಚನಗಳ ಗುಡುಗಿನ ಧ್ವನಿಯಿಂದ ಸೋಲಿಸಿದರು."
